code,20100201-20101231,20060201-20060630,20130101-20130331,20061201-20070228,20070701-20080131,20110601-20110630,20130701-20130930
林业Ⅱ(申万),23.490930934450738,49.314453806651045,6.6760093303707135,23.370111693888074,104.20627428596516,2.4846919480854046,30.364739651996665
农产品加工(申万),22.0814445228368,30.86299452545047,5.977595424781912,48.06431936459321,72.59877276465336,-2.778131878404677,13.165670650730421
农业综合Ⅱ(申万),25.839403449169374,77.07725947521864,0.49188457466056157,67.20634876667175,29.130652057228534,1.0563616982454782,14.453175231636584
饲料Ⅱ(申万),-9.829421796483606,44.174633116986925,-3.4176410978036587,66.19210865340523,24.473765632329613,4.631410855029694,17.582689671415363
渔业(申万),51.04419729422516,42.355961209355385,-1.1142186261460019,46.82492125681801,62.02582501775238,-1.164371250758267,12.919602650272942
种植业(申万),19.67355247285887,61.134525572388654,-3.3319610629340857,53.42471823808328,91.2769451196935,0.35621632408699977,35.2870637034707
畜禽养殖Ⅱ(申万),3.191826729406122,49.158236928609035,-0.4352798394249069,57.47486941119397,30.945108742743276,2.7783300428609214,22.821467746490896
动物保健Ⅱ(申万),13.011963337213505,46.134289439374186,10.883882365426256,37.25207671567825,42.74495907823144,-1.949681973463191,16.40191332741385
煤炭开采Ⅱ(申万),11.640140397866716,33.52881996417443,-10.556048470410929,53.46134312614759,59.24456945541336,4.431413884028013,5.427880716679145
其他采掘Ⅱ(申万),51.48841722047634,47.026348151442996,-16.02214680832825,40.962272071841845,33.45320847934738,5.092351147870322,4.88365256676051
石油开采Ⅱ(申万),-11.511357983750624,16.32758748242955,-3.8849341784495395,0.0,-48.05313533452048,-0.51532280142359,3.0074142724745068
采掘服务Ⅱ(申万),12.58587166039089,85.69223029819419,10.508686110758102,20.645619552234052,21.399375535006506,0.05713978736185954,18.683377934119093
化学纤维(申万),10.826577525499225,49.27029333999542,4.495721643213435,68.34219307037466,32.59098937504004,1.0308214723073306,15.543236319348196
化学原料(申万),2.1839154947832284,29.659825275251308,4.5787817725456925,50.76424323367921,54.06473015800635,7.2381938974692694,17.193576865262106
