code,20160801-20161031,20100101-20100131,20130401-20130630,20121001-20121231,20110101-20110531,20150501-20160131,20170201-20171231
林业Ⅱ(申万),6.260612772240681,0.5080328086115138,-7.563264882804399,11.301180092355057,-26.275545009639632,-36.34041765631265,-20.92982456140351
农产品加工(申万),5.919330992092053,-7.806968003271719,-13.54206284849051,-3.171622557033238,-18.559148417817884,-21.014778643727972,-15.300794476434065
农业综合Ⅱ(申万),18.30515814193634,-0.15810049442336327,-1.469097601963243,5.210389756895495,-4.702593129830368,-36.175105921673044,-35.17423948515484
饲料Ⅱ(申万),-1.3133938117266042,12.212097447874925,-9.978580437524464,1.5180832067375638,-9.786775174598372,-9.035959076839761,7.107981329814739
渔业(申万),15.252824261463171,-0.37451797464231884,-20.904292325841666,-3.3422479219371137,-12.429970438794536,-26.063610672031423,-21.450065636675753
种植业(申万),5.610834542452592,-1.5665267901717628,-6.824009964464972,7.954295654168542,-13.904535002591512,-38.68176816410275,-16.760962818338577
畜禽养殖Ⅱ(申万),-4.257840072602592,9.074846212815292,-10.777786893892339,0.953076587773749,-10.180070931999975,-16.61611797828757,-11.620040828788492
动物保健Ⅱ(申万),7.613911801158801,3.2908297296204925,-1.7232837535045453,-2.294560026349013,-8.27916316832711,27.72006178864139,5.86256365128035
煤炭开采Ⅱ(申万),15.221568175930456,-17.895537282929563,-28.951866919955748,2.4387996742955,-4.439551269409481,-36.89204251964223,8.865725945228387
其他采掘Ⅱ(申万),9.13464425999111,-8.599635861376187,-22.379742883048415,4.920851586142683,-19.033341362844148,-39.8797809871449,-1.4246516177386037
石油开采Ⅱ(申万),1.9745649263721576,-5.44551868304154,-12.424162490108149,2.9618473895582254,-3.0355553473555896,-44.087622008245845,-17.459350831252664
采掘服务Ⅱ(申万),3.6914376079756783,-9.920350498187947,-0.07260244582706354,0.2940980643933999,-23.56821753363503,-40.98724661209189,-26.122052195430346
化学纤维(申万),10.892550622190011,-4.668858826385369,-7.593256647883395,0.6021687867686198,-6.868835406126895,-24.794313313369177,10.74026159745387
化学原料(申万),13.597030952399635,-5.215819447003788,-14.99415188863573,-0.8753609374561933,5.823729796332544,-32.974266315169345,-11.255022641221935
化学制品(申万),7.4896299594572335,-2.421944274628385,-15.9844784261984,-0.5778214900418077,-10.963254703146607,-26.332542982953722,1.3848522651921158
石油化工(申万),2.7485811217857314,-18.00296101332457,-11.798068304801724,10.621987145152655,-2.892872437135141,-45.87810663607209,-9.387173428608875
塑料Ⅱ(申万),0.3685890319179874,-2.814310834458056,-4.442208099551048,0.5142842315576379,-10.078089819767367,-11.973497496705088,-1.8802591904981347
橡胶(申万),6.3217312141617965,-10.134752358166278,-7.9558032658648585,-1.0817805383022794,3.993765357645218,-23.48170861834642,-23.60730111837941
钢铁Ⅱ(申万),10.67003856186437,-15.663329906653356,-18.777524994260197,7.8670088187749565,5.854605336570473,-47.095327270484546,12.984143927468782
金属非金属新材料(申万),3.072744459442167,-5.4441423068207655,-6.834161685852235,-5.805838532850139,-17.43170490247239,-35.37725731283382,23.972275010946454
黄金Ⅱ(申万),-8.188145133241786,-15.410449234170208,-25.41996821440673,-7.283358749743341,-15.45833996903041,-44.309170049438826,-4.0697024883939115
稀有金属(申万),-0.30998675279746424,-14.24268624666436,-26.63511842480738,3.6714880344414835,4.477132164207864,-41.585771484802294,34.613800083348224
工业金属(申万),5.797463090039501,-14.149278477388593,-25.091372981772363,-0.3375436323725278,-16.275439475309007,-45.30159732421885,1.3701911560389135
通用机械(申万),7.557124633529533,-5.708791872471974,-7.714611998149046,3.923144567262682,-11.122839388923566,-26.643396763104988,-15.264798654383371
仪器仪表Ⅱ(申万),1.9607244895513132,-2.6167694240858186,-1.3057443283632564,-1.6945425761151656,-18.113405054494592,-19.552753031894444,-21.447800371919413
专用设备(申万),8.296797954539414,-10.406995964131738,-16.24341872709345,4.2367117953932665,-6.593132009999958,-37.7084470154622,-7.49178125225839
金属制品Ⅱ(申万),7.787959797444932,-1.3504823151125334,-6.26283600979135,2.6411543558112704,-13.81258988721521,-35.841371490891206,0.01780633599215431
运输设备Ⅱ(申万),5.449723691423336,-3.9738653709851413,-7.289068625762551,19.490943666535898,-8.239890162608908,-67.3663699679664,9.801641629075753
半导体(申万),3.686615566037732,2.984963287402631,9.73650130824324,-4.169617081540389,-21.51518912486403,-23.228856446675128,23.78416583039289
其他电子Ⅱ(申万),0.29612673209566953,-1.0690574628753335,3.5609147609147573,-0.6375271908017344,-20.83972157488042,-18.95974773963126,2.736141938021519
元件Ⅱ(申万),10.047962806473109,0.8929735366966618,-5.3707591999115785,-3.2715469377295525,-15.592632204396907,-19.959604986278368,2.032190617852181
光学光电子(申万),6.534985482353894,-4.539574884631525,4.108109141666194,0.08329958928674497,-18.8588222246867,-32.1356696402655,19.14500000000001
电子制造Ⅱ(申万),10.682539642581146,-0.9340103012605128,14.981752249006242,-3.0909830219241874,-24.51415288128014,-9.897436449342422,24.121340638511235
汽车服务Ⅱ(申万),3.8541339201508817,-1.9395300945427407,3.674678706102652,12.286853986761948,2.8465973512170395,-31.259861601012418,-12.07482754260505
汽车零部件Ⅱ(申万),6.922917737055445,-8.913664764363183,-10.799840298110187,14.204137146054086,-13.032857540931941,-25.50477938489275,-2.4096671251346624
汽车整车(申万),-0.9036893191014084,-18.541549226200505,1.1778271971007337,23.76306246762294,-7.193653341326267,-32.20705329984065,4.41613665817655
计算机设备Ⅱ(申万),-2.568607061893291,3.506251913250291,-1.4809697373958652,1.2111853243781168,-16.804028718053722,-22.726755339379967,8.805960935826263
通信设备(申万),3.609206252255759,-1.0061420475754312,6.802202617990583,-6.97456748623706,-17.16330110379054,-20.726387876295338,2.090028574609426
白色家电(申万),5.8169122306801935,-12.371762940010832,-3.4495400997507475,13.035406185613052,0.16108596914599094,-24.96316294626908,51.94724058201181
视听器材(申万),0.7823137990391249,3.1557329324709116,-12.398342108211047,7.220927652019515,20.629761841334116,-42.92399066617484,-12.774503671023608
饮料制造(申万),1.6297268456622938,-3.7389936944074886,-4.71905989553969,-12.409349420681004,-0.41889717542373806,-20.30773628709841,66.87838623953101
食品加工(申万),2.9265243271816344,3.923207222928893,-5.047280329534997,2.9630335910906913,-15.971366307629097,-28.61805542883844,29.366308873222202
纺织制造(申万),4.366598207617622,-2.9821570298950606,-11.81993044851789,4.363623384966808,3.389156592288245,-23.763474582641088,-18.910408660752132
