code,20110701-20120731,20131001-20150131
林业Ⅱ(申万),-32.433323650181755,82.56747161637823
农产品加工(申万),-41.742569930069926,43.679863871734305
农业综合Ⅱ(申万),-36.35858254696809,77.9696998367907
饲料Ⅱ(申万),-11.4852713455042,38.50152025638918
渔业(申万),-17.26669811267142,22.33925456793051
种植业(申万),-32.244615236750604,26.51430937901873
畜禽养殖Ⅱ(申万),-21.40447163615098,33.97204158466671
动物保健Ⅱ(申万),-18.513955726660246,47.46034636338135
煤炭开采Ⅱ(申万),-34.46894965833518,6.550733261252906
其他采掘Ⅱ(申万),-42.33843571400024,17.653653535524903
石油开采Ⅱ(申万),-18.652572964048098,48.44347474020425
采掘服务Ⅱ(申万),-14.997868650286183,20.093577644407844
化学纤维(申万),-46.87004666403228,48.756906077348084
化学原料(申万),-46.87346567298826,43.41606097006468
化学制品(申万),-31.05942580670242,32.59328078870687
石油化工(申万),-27.006614947315732,23.98480596370518
塑料Ⅱ(申万),-30.90651976286121,45.60175711440342
橡胶(申万),-28.207709874445353,58.75751488205143
钢铁Ⅱ(申万),-40.96482580829739,77.97999760450354
金属非金属新材料(申万),-13.587780375632686,31.21355397951142
黄金Ⅱ(申万),-25.816047961610867,27.102604829714537
稀有金属(申万),-19.83342505374104,20.832998618560804
工业金属(申万),-41.61149186693628,36.5728572344381
通用机械(申万),-39.735256329586264,67.20645030151093
仪器仪表Ⅱ(申万),-30.43198879932294,92.83586805779053
专用设备(申万),-36.36383699359082,39.73656136378479
金属制品Ⅱ(申万),-37.33058688527979,39.91318857722204
运输设备Ⅱ(申万),-40.45516261245828,174.8460208137383
半导体(申万),-37.95142116997175,48.19219923500013
其他电子Ⅱ(申万),-40.6741628522132,47.122402556623896
元件Ⅱ(申万),-34.01126558646846,33.328121993457785
光学光电子(申万),-37.10815015436203,30.18163766432935
电子制造Ⅱ(申万),-12.958879394592426,12.49330823561916
汽车服务Ⅱ(申万),-43.661227455902754,25.751045489459766
汽车零部件Ⅱ(申万),-39.85205895368637,68.84986915256688
汽车整车(申万),-30.1269856076432,39.68072722419534
计算机设备Ⅱ(申万),-23.753012322102485,37.9488251276386
通信设备(申万),-41.206231277712114,47.77045990607307
白色家电(申万),-30.424086177774512,56.67458915339545
视听器材(申万),-28.5602788906811,63.8201046896699
饮料制造(申万),4.189303981889214,23.19278325974967
食品加工(申万),-8.67933476440762,-4.1937391107448985
纺织制造(申万),-36.51969366408993,52.3726580610836
服装家纺(申万),-22.88517271953311,54.2238737857748
包装印刷Ⅱ(申万),-39.11337222207424,44.443277891363195
家用轻工(申万),-33.01908237879343,53.79243114260357
造纸Ⅱ(申万),-35.92407065647245,28.126206161152957
化学制药(申万),-26.75956844316787,22.150851865922426
生物制品Ⅱ(申万),-16.176102509759815,29.39120050345132
医疗器械Ⅱ(申万),-21.782126723728013,42.481649495443776
医药商业Ⅱ(申万),-14.30665313694741,38.23535901849156
中药Ⅱ(申万),-4.81545917733317,10.958999847220552
医疗服务Ⅱ(申万),4.368379786923304,38.33408213525025
电力(申万),-20.109482639927457,69.9414061363544
环保工程及服务Ⅱ(申万),-25.61905227281057,26.103635399727175
燃气Ⅱ(申万),-16.198775144515764,25.635263087809612
水务Ⅱ(申万),-18.442473345122,71.4796074765648
港口Ⅱ(申万),-29.326001300426263,92.97014600130748
公交Ⅱ(申万),-34.13360194771353,57.522479664446614
航空运输Ⅱ(申万),-38.04530398315278,75.52579413044526
机场Ⅱ(申万),-11.066482737105844,42.684516670380155
高速公路Ⅱ(申万),-26.360671468308595,53.49656250229289
航运Ⅱ(申万),-43.37700718034002,71.56955256742943
铁路运输Ⅱ(申万),-31.069968060654894,45.98450340455504
物流Ⅱ(申万),-22.952826716299857,66.47776469909121
房地产开发Ⅱ(申万),-15.541305961291707,55.1215044971382
园区开发Ⅱ(申万),-28.150914544492146,34.279010574057665
多元金融Ⅱ(申万),-31.39594843462247,61.62499633613741
银行Ⅱ(申万),-12.843939526508974,35.79088175954581
券商Ⅱ(申万),-12.296264183347649,123.379626979311
保险Ⅱ(申万),-6.390783219673468,101.7327809188088
贸易Ⅱ(申万),-33.25049701789264,58.77821850852381
一般零售(申万),-31.783053057724644,34.04828905023243
专业零售(申万),-46.27266773097548,-3.0379357976528354
商业物业经营(申万),-30.45018525966303,33.271566164154095
餐饮Ⅱ(申万),-7.860101516791984,49.22274470416363
景点(申万),-4.76749825699474,38.83002870899057
酒店Ⅱ(申万),-7.1507188553346595,42.05390608714803
旅游综合Ⅱ(申万),-4.0697099212473775,39.13174073891006
其他休闲服务Ⅱ(申万),,
计算机应用(申万),-28.48835177780773,81.9846116218741
通信运营Ⅱ(申万),-31.862973828278406,34.46892290980686
综合Ⅱ(申万),-34.367359268944284,45.410877053213696
水泥制造Ⅱ(申万),-48.03546994898961,45.51041695176059
玻璃制造Ⅱ(申万),-50.32580768317976,22.681053016673246
其他建材Ⅱ(申万),-34.078886364356286,53.78595822601011
房屋建设Ⅱ(申万),-2.021543827397565,79.78790156744095
装修装饰Ⅱ(申万),23.734706909987025,17.96708421799982
基础建设(申万),-17.397044915805903,114.63196090047391
专业工程(申万),-23.094864430645934,43.565327618990146
园林工程Ⅱ(申万),13.500123930617324,5.3159872616029835
电机Ⅱ(申万),-34.78932548107194,65.96683123121025
电气自动化设备(申万),-39.89133342510084,39.8332445032561
电源设备(申万),-49.46089700630297,48.94751532768029
高低压设备(申万),-40.70044488190514,46.12517523304716
航天装备Ⅱ(申万),-38.564108072838955,102.28333914422633
航空装备Ⅱ(申万),-44.565815789084475,78.07556238589832
地面兵装Ⅱ(申万),-51.41816310069621,97.45903009759347
船舶制造Ⅱ(申万),-45.07679895982643,62.54636366384132
营销传播(申万),13.050776332354186,-8.223204936484695
互联网传媒(申万),-19.48606390210742,41.86051199354968
文化传媒(申万),-16.06440021204033,-3.5415935247127606
其他交运设备Ⅱ(申万),-45.70757973215518,62.93567131761788
