code,20110501-20110630,20121001-20130731,20150901-20160331,20160801-20160831,20180201-20180731
林业Ⅱ(申万),-15.546758964566099,27.000513083632626,-3.315733164695134,7.002994134777096,-26.15270662304795
农产品加工(申万),-12.478004743324911,-10.766727050472024,-10.347387827268783,3.02464031159273,-20.30449380987237
农业综合Ⅱ(申万),1.3068780776617661,6.213689435388359,8.338783260974036,10.836261887710052,-8.701265528851732
饲料Ⅱ(申万),0.22407485262940785,-14.381279816636017,14.089996203725242,3.206872095608082,-25.374359838097604
渔业(申万),-3.3324360404111353,-25.03071919045897,-12.957311672866211,7.681991179846559,-31.79437941772839
种植业(申万),-2.443353767362466,-1.3915835953703048,-13.670209620274942,4.321246310101579,-17.418512782138073
畜禽养殖Ⅱ(申万),2.059649960514953,-3.6408939363594683,32.74200423358402,-0.19803255912965723,-5.576918602912084
动物保健Ⅱ(申万),-10.185205195254255,12.975669856605254,36.51347326338919,4.7431451440572925,-20.503814346016846
煤炭开采Ⅱ(申万),-2.190543586434057,-37.70154211623269,-7.500042839762145,5.99435825105783,-27.99027070144198
其他采掘Ⅱ(申万),-3.821796830705071,-31.481599051912045,3.8379897883081826,0.5633701305721273,-36.51179040534151
石油开采Ⅱ(申万),-6.762956925956121,-7.98795180722891,-12.021154945683243,2.6630330847198236,-15.770792251478948
采掘服务Ⅱ(申万),-9.943076506054982,21.335806344224096,-8.645222623256455,0.7970859163507038,-21.59893662831458
化学纤维(申万),-9.082945811535236,1.3169382409817576,4.167575577503135,4.639850959859082,-10.710447864670003
化学原料(申万),1.1266479901181015,-5.949510807098191,-9.949532184633158,5.747630953967242,-19.058691168198006
化学制品(申万),-2.245834551300785,2.7021527347956154,8.127226900831719,4.726394975510284,-9.923461839124116
石油化工(申万),-4.819007259618468,-1.7694544341571694,-3.8867289634631597,2.766416183138354,-9.664948453608247
塑料Ⅱ(申万),-4.837218931848608,7.927034951607448,5.75046546580229,0.9248514734872648,-16.05531035855914
橡胶(申万),1.3660656793303305,5.422705314009657,22.215130542314053,2.990894531983135,-13.362848948238003
钢铁Ⅱ(申万),-7.059867398077446,-17.154731355466524,-27.556925927534348,7.817884163676503,-12.541990769040956
金属非金属新材料(申万),-9.683901777965486,-7.465915410328949,10.367626731649393,2.455223541746654,-15.56389175528281
黄金Ⅱ(申万),-8.097477408351416,-45.26770285640459,14.370685920328373,-5.401879573924728,-25.23891725225481
稀有金属(申万),4.626286774810584,-24.218751716033516,17.570898341542353,1.234524179741392,-15.420148891740116
工业金属(申万),-7.846936503879343,-29.97229119435748,-3.5846380411398537,3.7672419768489673,-29.281601913999665
通用机械(申万),-5.187522198543782,11.163800032149185,5.922972675476612,4.107639743675828,-22.33125929631632
仪器仪表Ⅱ(申万),-3.9432944423535288,14.985561207288267,15.901367187499993,2.8814826276367,-11.428235173410673
专用设备(申万),-3.4095639830869717,-10.100187076714494,-7.94745186230208,3.57002844214811,-15.425652236368714
金属制品Ⅱ(申万),-4.7571692307692315,7.062789463007002,-6.055862134708878,3.2272575379791,-31.61779947714891
运输设备Ⅱ(申万),0.9281232750572244,13.94671089659405,-20.303966885731473,1.7073351408210868,-28.587436945641297
半导体(申万),-7.978736658499097,22.806253063892367,17.479230755604913,1.7831171383647648,1.5821372603962436
其他电子Ⅱ(申万),-2.5482841493236874,32.38667262274706,4.896871658676227,1.623148613451586,-12.270624792219543
元件Ⅱ(申万),-2.19528401094502,16.78638266150012,18.445366949765774,4.677743585010696,3.752397023855192
光学光电子(申万),-1.6240176992553979,28.255914849308716,1.6217582209306025,6.089816616132415,-25.48368592984366
电子制造Ⅱ(申万),0.2953040374973348,36.30255237739721,9.39726857835681,5.118355037420974,-15.26982811461327
汽车服务Ⅱ(申万),-10.360347022769666,10.80962609038707,-12.973266549996987,3.509029305948519,-15.27964075348457
汽车零部件Ⅱ(申万),-8.11964316007443,4.348392262022482,14.989025368283325,2.4369184221042506,-15.367596848144395
汽车整车(申万),-5.244072070228,24.48902306139582,3.5228384676196267,-2.1057916311807645,-22.29884361373895
计算机设备Ⅱ(申万),-7.004376413877678,25.898156244767346,0.1878385317453546,0.34489217275610606,-3.7334701522696467
通信设备(申万),-4.904549509366641,27.067964291824744,5.910965503950671,3.9191121352619485,-21.108090687442203
白色家电(申万),0.6657328508618443,23.106709921660816,8.754180120680545,-0.5192698375718785,-21.258220838649933
视听器材(申万),-2.4950788400267765,17.36989569462939,-18.962725376015943,0.1535082085142303,-20.032293874255735
饮料制造(申万),5.106664966008823,-34.19581494472686,14.731188799829443,-0.9661592807467256,-5.393301402249029
食品加工(申万),-0.2968603902914202,43.97410349068929,-7.669472845620728,-1.5492174392682356,-10.258637766809176
纺织制造(申万),-6.891536050156743,1.6039688771503968,13.06715932151472,1.879025858849892,-19.572530957791813
服装家纺(申万),-0.9957331959105198,-19.762945900280336,1.018793918638683,2.8365827893827245,-16.442060649250788
包装印刷Ⅱ(申万),-7.5898736046669075,11.736881754701134,-3.4285458970463867,4.604754605677974,-15.22003903326632
家用轻工(申万),-0.7930740703618211,6.920466012292459,-7.863053294060074,3.3106385822920137,-21.92371532129671
造纸Ⅱ(申万),-12.00270975046167,16.080615001038858,6.447139598437124,5.848147600991438,-22.98228850852513
化学制药(申万),-5.024879554423656,22.904413331628536,5.739494790332,3.8197673050898384,-3.912809159450703
生物制品Ⅱ(申万),-7.218599769583866,42.44417374119847,-2.409385113268603,3.5513915755126746,4.948235829493686
医疗器械Ⅱ(申万),-4.763859061946074,45.96255231521646,3.030679378638146,7.8788087536752816,-3.8037050911948866
医药商业Ⅱ(申万),-10.102555124531222,5.080596132042925,-7.470020304475011,1.4010272579072502,-1.4609414360694628
中药Ⅱ(申万),-3.277642153429128,31.6996324172939,-3.5853454450864297,1.3169059872386812,-4.717874979137515
医疗服务Ⅱ(申万),-8.596922644558413,50.40404797601201,-10.793332430902037,7.694127686766827,3.362859153164788
电力(申万),-11.334733722579815,0.7594889926453297,-23.0800604909727,2.5104867766237327,-9.261180007515978
环保工程及服务Ⅱ(申万),-0.6969254004743242,34.446345025814054,1.47331442840819,9.404044328040872,-23.068246423941964
燃气Ⅱ(申万),-10.466376129348443,6.5623581923992536,-8.063409696219214,3.8645386761974265,-19.61045786304385
水务Ⅱ(申万),-6.180587369291879,56.13337016509641,-1.4078889942360062,9.708008561851301,-18.999782356164964
港口Ⅱ(申万),-3.390235456134183,-13.456553725837983,-13.001550367052705,-0.011657779408902336,-22.315960644781097
公交Ⅱ(申万),-9.289690743471613,4.905335109493025,26.81907008250446,4.086240615461656,-23.91933331622572
航空运输Ⅱ(申万),-14.242921752059967,-21.114385964912287,-16.6735981832825,-6.863957627438011,-30.3098400352216
机场Ⅱ(申万),-8.300517162000876,-0.07641797803690231,8.571087922003674,-0.3230801486320267,11.26954667637432
高速公路Ⅱ(申万),-12.145541767235535,-8.108020959290608,-4.4277687032991615,4.258542111225272,-24.18608895470137
航运Ⅱ(申万),-9.457362763700738,-19.0525927746375,-37.712037007519804,0.43914990474775983,-27.028593021791146
铁路运输Ⅱ(申万),-6.166891906085659,4.464588969701233,-27.876595716490783,3.4317211948790893,-7.758689839572186
物流Ⅱ(申万),-2.715544607258036,18.023323200939203,-20.887061965821385,3.482649033083929,-18.018060070101583
房地产开发Ⅱ(申万),-0.34555967791682907,9.592053098798692,7.34143276718775,12.432393992627254,-30.73210049134566
园区开发Ⅱ(申万),-8.824254903853369,-0.7391825412123576,-0.3608502895628418,7.191407994640464,-19.387807589888062
多元金融Ⅱ(申万),-6.302228927245568,1.7825984437632725,-10.272680312283622,8.920142161067979,-25.285211527362506
银行Ⅱ(申万),-9.512419733228871,10.268680305557986,0.9914889021960027,4.543738280675025,-19.966939653913208
券商Ⅱ(申万),-2.3733752228091487,-4.078490443719351,14.937022301665092,5.366453002470584,-27.315695888450342
保险Ⅱ(申万),-7.436277557266524,-22.540212266438996,4.622479179571881,5.271945624022201,-17.77384641818496
贸易Ⅱ(申万),-1.8346958729588803,-2.1905154588420683,-0.6696297489433678,8.289544305903807,-20.392176271454876
一般零售(申万),-6.252250366338707,-18.103481800269627,-7.3380180808022,3.978101577826587,-21.462284962419286
专业零售(申万),-7.608433581151807,-11.382329153075643,-3.3034502646220654,2.6009897571642293,-8.765826471959004
商业物业经营(申万),-9.846018545662128,2.037451268613788,-15.803620793092499,7.447071168446384,-22.63980757666867
